Slide_No,State,District,Latitude,Longitude,MaterialInvolved,Movement Type,History,Year,occurrence
KER/KZK/49M13/2024/03,Kerala,Kozhikode,11.78758889,75.78859444,Debris,Flow,29th  July  2024,2024.0,1
KER/KZK/49M13/2024/05,Kerala,Kozhikode,11.78628056,75.78933889,Debris,Flow,30th  July  2024  around  12.05  AM,2024.0,1
KER/KZK/49M13/2024/06,Kerala,Kozhikode,11.78541389,75.78934167,Debris,Flow,30th July 2024,2024.0,1
KER/KZK/49M13/2024/08,Kerala,Kozhikode,11.78345833,75.78753056,Debris,Flow,"30th July 2024, around 1.00AM",2024.0,1
KER/KZK/49M13/2024/09,Kerala,Kozhikode,11.78275556,75.78577222,Debris,Slide,"30th July 2024, around 1.30AM",2024.0,1
KER/KZK/49M13/2024/10,Kerala,Kozhikode,11.78582778,75.75981389,Debris,Slide,30th July 2024,2024.0,1
KER/KZK/49M13/2024/11,Kerala,Kozhikode,11.79693333,75.75671944,Debris,Flow,"30th July 2024, around 1.00AM",2024.0,1
KER/KZK/49M10/2024/12,Kerala,Kozhikode,11.77744444,75.77436111,Debris,slide,"30th July 2024, around 1.00AM",2024.0,1
KER/WYN/58A2/2019/01,Kerala,Wayanad,11.62846,76.114012,Debris,Flow,"8th August 2019, 15.15 hrs",2019.0,1
KER/WYN/58A2/2019/03,Kerala,Wayanad,11.620398,76.120126,Debris,Flow,"8th August 2019, 15.30 hrs",2019.0,1
KER/WYN/49M14/2019/05,Kerala,Wayanad,11.657041,75.980058,Rock,Topple,"8th August 2019, 14.30 hrs",2019.0,1
KER/WYN/49M14/2019/06,Kerala,Wayanad,11.659552,75.972902,Debris,Slide,"8th August 2019, 14.45 hrs",2019.0,1
KER/WYN/49M14/2019/07,Kerala,Wayanad,11.661645,75.971561,Debris,Flow,"8th August 2019, 14.45 hrs",2019.0,1
KER/WYN/49M14/2019/08,Kerala,Wayanad,11.666862,75.96369,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/49M14/2019/09,Kerala,Wayanad,11.672258,75.964571,Debris,Slide,"8th August 2019, 14.25 hrs",2019.0,1
KER/WYN/49M14/2019/10,Kerala,Wayanad,11.671605,75.965091,Debris,Slide,"8th August 2019, 14.45 hrs",2019.0,1
KER/WYN/49M14/2019/11,Kerala,Wayanad,11.677335,75.935827,Debris,Slide,"8th August 2019, 14.30 hrs",2019.0,1
KER/WYN/49M14/2019/16,Kerala,Wayanad,11.673298,75.93707,Debris,Slide,"8th August 2019, 16.00 hrs",2019.0,1
KER/WYN/49M14/2019/18,Kerala,Wayanad,11.661048,75.966357,Debris,Slide,"8th August 2019, 15.00 hrs",2019.0,1
KER/WYN/58A2/2019/19,Kerala,Wayanad,11.534747,76.033502,Soil,Slide,"9th August 2019, 20.00 hrs",2019.0,1
KER/WYN/49M14/2019/20,Kerala,Wayanad,11.683847,75.943592,Debris,Flow,"8th August 2019, 17.00 hrs.",2019.0,1
KER/WYN/49M14/2019/21,Kerala,Wayanad,11.725066,75.906303,Debris,Flow,"8th August 2019, 23.30 hrs",2019.0,1
KER/WYN/49M14/2019/22,Kerala,Wayanad,11.724502,75.904475,Debris,Flow,"8th August 2019, 18.00 hrs",2019.0,1
KER/WYN/49M14/2019/23,Kerala,Wayanad,11.735759,75.887591,Debris,Flow,"9th August 2019, Night",2019.0,1
KER/WYN/49M14/2019/24,Kerala,Wayanad,11.735509,75.89216,Debris,Flow,9th August 2019,2019.0,1
KER/WYN/49M14/2019/25,Kerala,Wayanad,11.740403,75.879916,Debris,Slide,"8th August 2019, 17.15 hrs",2019.0,1
KER/WYN/58A6/2019/26,Kerala,Wayanad,11.63157,76.26741,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A2/2019/27,Kerala,Wayanad,11.621404,76.236822,Debris,Flow,"8th August 2019, Night",2019.0,1
KER/WYN/58A2/2019/28,Kerala,Wayanad,11.620085,76.234551,Debris,Slide,"8th August 2019, Night",2019.0,1
KER/WYN/58A2/2019/32,Kerala,Wayanad,11.63027,76.233569,Debris,Slide,"8th August 2019, 16.30 hrs",2019.0,1
KER/WYN/58A2/2019/33,Kerala,Wayanad,11.631168,76.232848,Debris,Flow,8th August 2019,2019.0,1
KER/WYN/58A2/2019/34,Kerala,Wayanad,11.507432,76.13507,Debris,Flow,8th August 2019,2019.0,1
KER/WYN/58A2/2019/36,Kerala,Wayanad,11.505195,76.142836,Debris,Flow,8th August 2019,2019.0,1
KER/WYN/58A2/2019/37,Kerala,Wayanad,11.506241,76.136642,Debris,Flow,8th August 2019,2019.0,1
KER/WYN/58A2/2019/38,Kerala,Wayanad,11.510344,76.137337,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A3/2019/39,Kerala,Wayanad,11.49859,76.125528,Debris,Flow,8th August 2019,2019.0,1
KER/WYN/58A3/2019/40,Kerala,Wayanad,11.499223,76.127859,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A3/2019/41,Kerala,Wayanad,11.498578,76.128535,Debris,Flow,8th August 2019,2019.0,1
KER/WYN/58A3/2019/042,Kerala,Wayanad,11.497473,76.12908,Debris,Flow,"Date of initiation: 8th August 2019,",2019.0,1
KER/WYN/49M14/2019/43,Kerala,Wayanad,11.605889,75.987703,Debris,Flow,"Reactivation: 7th August 2019, 08.00",2019.0,1
KER/WYN/58A2/2019/45,Kerala,Wayanad,11.606776,76.118888,Soil,Slide,8th August 2019,2019.0,1
KER/WYN/58A3/2019/46,Kerala,Wayanad,11.486797,76.160537,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A3/2019/47,Kerala,Wayanad,11.485279,76.160183,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A3/2019/49,Kerala,Wayanad,11.489962,76.158194,Debris,Flow,8th August 2019,2019.0,1
KER/WYN/58A3/2019/50,Kerala,Wayanad,11.490127,76.157562,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A3/2019/51,Kerala,Wayanad,11.496489,76.16076,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A3/2019/52,Kerala,Wayanad,11.496464,76.160201,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A2/2019/53,Kerala,Wayanad,11.50535,76.167608,Debris,Flow,8th August 2019,2019.0,1
KER/WYN/58A2/2019/54,Kerala,Wayanad,11.504907,76.167671,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A2/2019/55,Kerala,Wayanad,11.502947,76.164885,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A2/2019/56,Kerala,Wayanad,11.502947,76.164885,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A2/2019/57,Kerala,Wayanad,11.50273,76.16493,Debris,Slide,8th August 2019,2019.0,1
KER/WYN/58A2/2019/58,Kerala,Wayanad,11.502775,76.15347,Debris,Slide,"8th August 2019, 15.00 hrs.",2019.0,1
KER/WYN/58A2/2019/59,Kerala,Wayanad,11.514932,76.133862,Debris,Slide,8th August 2019,2019.0,1
KER/KNR/49M13/2019/03,Kerala,Kannur,11.856775,75.861045,Debris,Flow,8th August 2019,2019.0,1
KER/KNR/48P12/2019/07,Kerala,Kannur,12.028903,75.629107,Debris,Slump,8th August 2019,2019.0,1
KER/PKD/58B09/2019/03,Kerala,Palakkad,10.84491389,76.73904167,Debris,Flow,8 August 2018 and 09 August 2019,2018.0,1
KER/PKD/58B09/2019/04,Kerala,Palakkad,10.86233611,76.73838333,Debris,Flow,8 August 2018 and 09 August 2019,2018.0,1
KER/PKD/58B09/2019/05,Kerala,Palakkad,10.86786111,76.69186111,Debris,Flow,8 August 2018 and 09 August 2019,2018.0,1
KER/PKD/58B09/2019/06,Kerala,Palakkad,10.92816667,76.55565833,Debris,Flows,9th August 2019,2019.0,1
KER/PKD/58B09/2019/07,Kerala,Palakkad,10.93001944,76.54656667,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/08,Kerala,Palakkad,10.929775,76.54821667,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/9,Kerala,Palakkad,10.92965833,76.55001111,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/10,Kerala,Palakkad,10.93273333,76.54941111,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/11,Kerala,Palakkad,10.93533889,76.54992778,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/12,Kerala,Palakkad,10.93366667,76.55814722,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/13,Kerala,Palakkad,10.93296389,76.55868333,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/14,Kerala,Palakkad,10.93354167,76.56056944,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/15,Kerala,Palakkad,10.93145,76.56262222,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/16,Kerala,Palakkad,10.93150833,76.56727222,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/17,Kerala,Palakkad,10.93093056,76.56888889,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/18,Kerala,Palakkad,10.93344722,76.57231944,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/19,Kerala,Palakkad,10.91564722,76.562425,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/20,Kerala,Palakkad,10.91636389,76.56464167,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/21,Kerala,Palakkad,10.91643056,76.56514444,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/22,Kerala,Palakkad,10.94842778,76.538925,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/23,Kerala,Palakkad,10.94418056,76.54108056,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/24,Kerala,Palakkad,10.94506389,76.54063333,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/25,Kerala,Palakkad,10.93711944,76.54036667,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/26,Kerala,Palakkad,10.93895833,76.54320833,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/27,Kerala,Plakkad,10.94908611,76.55337222,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/28,Kerala,Palakkad,10.94708611,76.55448611,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/29,Kerala,Palakkad,10.94464722,76.556325,Debris,Slide,9th August 2019,2019.0,1
KER/PKD/58B09/2019/30,Kerala,Palakkad,10.93981944,76.56055833,Debris,Slide,9th August 2019,2019.0,1
KER/PKD/58B09/2019/31,Kerala,Palakkad,10.93958611,76.56125278,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/32,Kerala,Palakkad,10.97715833,76.59856389,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/33,Kerala,Palakkad,10.97710278,76.59575556,Debris,flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/34,Kerala,Palakkad,10.97733611,76.59391944,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B09/2019/35,Kerala,Palakkad,10.97733611,76.59391944,,Subsidence,9th August 2019,2019.0,1
KER/PKD/58B09/2019/38,Kerala,Palakkad,10.96787778,76.56013056,Debris,Slide,"2018,  2019",2018.0,1
KER/PKD/58B09/2019/39,Kerala,Palakkad,10.97759444,76.55097778,Debris,flow,2019,2019.0,1
KER/PKD/58B09/2019/40,Kerala,Palakkad,11.00204444,76.57813889,Debris,Flow,"09 August 2019, 02.30 pm",2019.0,1
KER/PKD/58B12/2019/41,Kerala,Palakkad,11.07565833,76.64406667,Debris,Flow,9th August 2019,2019.0,1
KER/PKD/58B12/2019/45,Kerala,Palakkad,11.02558889,76.61841111,Debris,Slide,"2018, Subsidence",2018.0,1
KER/PKD/58B12/2019/46,Kerala,Palakkad,11.036675,76.64236944,Debris,slide,8th August 2019,2019.0,1
KER/PKD/58B12/2019/47,Kerala,Palakkad,11.04895556,76.64311389,Debris,Flow,8th August 2019,2019.0,1
KER/PKD/58B12/2019/48,Kerala,Palakkad,11.06694444,76.65391944,Debris,Slide,8th August 2019,2019.0,1
KER/PKD/58B12/2019/49,Kerala,Palakkad,11.06723611,76.65419722,Debris,Slide,8th August 2019,2019.0,1
KER/PKD/58B12/2019/50,Kerala,Palakkad,11.07501111,76.65841944,Debris,Slide,8th August 2019,2019.0,1
KER/PKD/58B12/2019/52,Kerala,Palakkad,11.03304167,76.51463889,,Cracks,8th August 2019,2019.0,1
KRL/IDK/58C14/2018/02,Kerala,Idukki,9.604722222,76.89888889,Debris,Flow,"16th October, 2021",2021.0,1
KRL/IDK/58C14/2018/05,Kerala,Idukki,9.603944444,76.90672222,Debris,Slide,"16th October, 2021",2021.0,1
KRL/IDK/58C14/2018/06,Kerala,Idukki,9.606222222,76.90912778,Debris,Flow,"16th October, 2021",2021.0,1
KRL/IDK/58C14/2018/07,Kerala,Idukki,9.607388889,76.91263889,Debris,Flow,"16th October, 2021",2021.0,1
KE/IDU/58C14/2021/9,Kerala,Idukki,9.622055556,76.893875,Debris,Slide,16th October 2021,2021.0,1
KE/IDU/58C14/2021/10,Kerala,Idukki,9.622277778,76.89380556,Debris,Slide,16th October 2021,2021.0,1
KE/IDU/58C14/2021/11,Kerala,Idukki,9.623611111,76.89027778,Debris,Flow,16th October 2021,2021.0,1
KL/IDK/58F/04/2025/PDLS/ 01,Kerala,Idukki,10.082693,77.07378,Debris,Slide,"25th July 2005, 25th August 2018",2005.0,1
KL/IDK/58F/04/2025/PDLS/02,Kerala,Idukki,10.064476,77.101915,Soil,Slump,6th August 2018,2018.0,1
KL/IDK/58F/04/2025/PDLS/03,Kerala,Idukki,10.0842,77.0608,Debris,Slide,25 Ju;y 2025,2025.0,1
KL/IDK/58F/04/2025/PDLS/04,Kerala,Idukki,10.071261,77.09786,Soil,Rotational,2024,2024.0,1
KL/IDK/58F/04/2025/PDLS/05,Kerala,Idukki,10.0552,77.1071,Soil,Translational,"August, 2018 & 2024",2018.0,1
KL/IDK/58F/04/2025/PDLS/07,Kerala,Idukki,10.035583,77.141456,Debris,Slide,2025,2025.0,1
KL/IDK/58F/04/2025/PDLS/08,Kerala,Idukki,9.872884,77.2112,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/09,Kerala,Idukki,9.882615,77.187536,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/10,Kerala,Idukki,9.896046,77.212729,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/11,Kerala,Idukki,9.902112,77.215001,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/12,Kerala,Idukki,9.904123,77.216173,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/13,Kerala,Idukki,9.911175,77.217249,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/14,Kerala,Idukki,9.911175,77.217249,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/16,Kerala,Idukki,9.836942,77.111808,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/17,Kerala,Idukki,9.848931,77.22507,Debris,Flow,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/18,Kerala,Idukki,9.854678,77.234769,Debris,Slide,2025,2025.0,1
KL/IDK/58G/01/2025/PDLS/19,Kerala,Idukki,9.733907,77.117741,Debris,Flow,2025,2025.0,1
KER/KOZ/49M15/2025/01,Kerala,Kozhikode,11.47475,75.92625,Rock,Slide,26 July 2025,2025.0,1
KER/KOZ/49M14/2025/02,Kerala,Kozhikode,11.520975,75.89981389,Debris,Flows,16 July 2025,2025.0,1
KER/KOZ/49M14/2025/3,Kerala,Kozhikode,11.72522222,75.81052778,Debris,Slide,16 July 2025,2025.0,1
KER/KOZ/49M14/2025/4,Kerala,Kozhikode,11.72566667,75.81052778,Rock/Debris,Fall,6 July 2025,2025.0,1
KER/KOZ/49M14/2025/5,Kerala,Kozhikode,11.72976111,75.81385278,Debris,Slide,16 July 2025 at 01:00 hrs,2025.0,1
KER/KOZ/49M14/2025/06,Kerala,Kozhikode,11.51527778,76.89536111,Rock,Slide,30 May 2025,2025.0,1
KER/KOZ/49M14/2025/07,Kerala,Kozhikode,11.51652778,75.89355556,Debris,Slide,30 May 2025,2025.0,1
KER/KOL/58D13/2025/01,Kerala,Kollam,8.97316667,76.89913889,Debris,Flow,12 October 2025,2025.0,1
MH/SIN/48E13/2016/47,Maharashtra,Sindhudurg,15.743528,73.941,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/48,Maharashtra,Sindhudurg,15.755333,73.73075,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/42,Maharashtra,Sindhudurg,15.774194,74.0,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/39,Maharashtra,Sindhudurg,15.776333,73.985917,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/40,Maharashtra,Sindhudurg,15.776778,73.987639,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/41,Maharashtra,Sindhudurg,15.777278,73.989139,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/44,Maharashtra,Sindhudurg,15.788611,73.874667,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/45,Maharashtra,Sindhudurg,15.789667,73.874333,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/46,Maharashtra,Sindhudurg,15.790722,73.8705,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/43,Maharashtra,Sindhudurg,15.798694,73.864583,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/31,Maharashtra,Sindhudurg,15.802306,73.946806,Earth,Slide,2015,2015.0,1
MH/SIN/48E13/2016/32,Maharashtra,Sindhudurg,15.803833,73.947556,Earth,Slide,2015,2015.0,1
MH/SIN/48E13/2016/38,Maharashtra,Sindhudurg,15.812083,73.970278,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/35,Maharashtra,Sindhudurg,15.815583,73.976694,Rock,Slide,2016,2016.0,1
MH/SIN/48E13/2016/36,Maharashtra,Sindhudurg,15.816,73.9765,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/37,Maharashtra,Sindhudurg,15.816528,73.976167,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/34,Maharashtra,Sindhudurg,15.816889,73.978167,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/33,Maharashtra,Sindhudurg,15.817306,73.978,Rock,Slide,2016,2016.0,1
MH/SIN/48E13/2016/30,Maharashtra,Sindhudurg,15.834722,73.950361,Earth,Slide,2015,2015.0,1
MH/SIN/48E13/2016/28,Maharashtra,Sindhudurg,15.838222,73.90675,Earth,Slide,2015,2015.0,1
MH/SIN/48E13/2016/27,Maharashtra,Sindhudurg,15.838472,73.905139,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/06,Maharashtra,Sindhudurg,15.840889,73.928556,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/29,Maharashtra,Sindhudurg,15.841361,73.956444,Earth,Slide,2015,2015.0,1
MH/SIN/48E13/2016/14,Maharashtra,Sindhudurg,15.855167,73.951778,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/13,Maharashtra,Sindhudurg,15.8565,73.953333,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/12,Maharashtra,Sindhudurg,15.856833,73.953556,Rock,Slide,2016,2016.0,1
MH/SIN/48E13/2016/11,Maharashtra,Sindhudurg,15.858139,73.955139,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/15,Maharashtra,Sindhudurg,15.85825,73.949861,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/10,Maharashtra,Sindhudurg,15.860528,73.955972,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/16,Maharashtra,Sindhudurg,15.863389,73.92275,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/77,Maharashtra,Sindhudurg,15.86425,73.966306,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/08,Maharashtra,Sindhudurg,15.864972,73.957944,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/09,Maharashtra,Sindhudurg,15.865333,73.957722,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/07,Maharashtra,Sindhudurg,15.866139,73.975,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/26,Maharashtra,Sindhudurg,15.868806,73.838528,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/25,Maharashtra,Sindhudurg,15.869167,73.837917,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/24,Maharashtra,Sindhudurg,15.869306,73.837083,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/23,Maharashtra,Sindhudurg,15.869667,73.836806,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/22,Maharashtra,Sindhudurg,15.870417,73.836694,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/21,Maharashtra,Sindhudurg,15.871028,73.837,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/05,Maharashtra,Sindhudurg,15.883222,73.892056,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/04,Maharashtra,Sindhudurg,15.885722,73.893222,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/03,Maharashtra,Sindhudurg,15.893333,73.891278,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/01,Maharashtra,Sindhudurg,15.912194,73.945028,Rock,Slide,2016,2016.0,1
MH/SIN/48E13/2016/02,Maharashtra,Sindhudurg,15.912194,73.945028,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/73,Maharashtra,Sindhudurg,15.933667,73.9395,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/74,Maharashtra,Sindhudurg,15.933917,73.981194,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/75,Maharashtra,Sindhudurg,15.939111,73.991778,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/76,Maharashtra,Sindhudurg,15.940444,73.994778,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/17,Maharashtra,Sindhudurg,15.980333,73.834778,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/66,Maharashtra,Sindhudurg,16.006472,73.788806,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/18,Maharashtra,Sindhudurg,16.026222,73.963278,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/64,Maharashtra,Sindhudurg,16.032139,73.933361,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/63,Maharashtra,Sindhudurg,16.032222,73.929778,Earth,Slide,2016,2016.0,1
MH/SIN/48E13/2016/20,Maharashtra,Sindhudurg,16.034194,73.974722,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/19,Maharashtra,Sindhudurg,16.040083,73.975222,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/49,Maharashtra,Sindhudurg,16.042444,73.975417,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/50,Maharashtra,Sindhudurg,16.043972,73.977222,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/54,Maharashtra,Sindhudurg,16.044444,73.976583,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/52,Maharashtra,Sindhudurg,16.044833,73.977667,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/53,Maharashtra,Sindhudurg,16.044833,73.977056,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/51,Maharashtra,Sindhudurg,16.045444,73.977667,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/55,Maharashtra,Sindhudurg,16.045694,73.976917,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/67,Maharashtra,Sindhudurg,16.051472,73.788806,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/65,Maharashtra,Sindhudurg,16.052972,73.789861,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/57,Maharashtra,Sindhudurg,16.053,73.984333,Rock,Slide,2016,2016.0,1
MH/SIN/48E13/2016/56,Maharashtra,Sindhudurg,16.053333,73.983611,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/58,Maharashtra,Sindhudurg,16.053861,73.984444,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/59,Maharashtra,Sindhudurg,16.058694,73.983472,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/60,Maharashtra,Sindhudurg,16.062472,73.982111,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/62,Maharashtra,Sindhudurg,16.064,73.955972,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/68,Maharashtra,Sindhudurg,16.172611,73.884667,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/69,Maharashtra,Sindhudurg,16.172806,73.884278,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/70,Maharashtra,Sindhudurg,16.172972,73.883639,Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/71,Maharashtra,Sindhudurg,16.191389,73.895472,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/72,Maharashtra,Sindhudurg,16.191417,73.89625,Rock cum Debris,Slide,2016,2016.0,1
MH/SIN/48E13/2016/61,Maharashtra,Sindhudurg,16.202167,73.807222,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/15,Maharashtra,Sindhudurg,16.524,73.809,Debris,Slide,2015,2015.0,1
MH/SIN/47H14/2016/14,Maharashtra,Sindhudurg,16.527,73.813,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/55,Maharashtra,Sindhudurg,16.53,73.803,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/56,Maharashtra,Sindhudurg,16.53,73.804,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/10,Maharashtra,Sindhudurg,16.53,73.832,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/42,Maharashtra,Sindhudurg,16.53,73.832,Debris,Fall,2015,2015.0,1
MH/SIN/47H14/2016/54,Maharashtra,Sindhudurg,16.531,73.803,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/41,Maharashtra,Sindhudurg,16.531,73.833,Rock,Fall,2016,2016.0,1
MH/SIN/47H14/2016/52,Maharashtra,Sindhudurg,16.532,73.805,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/53,Maharashtra,Sindhudurg,16.532,73.805,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/40,Maharashtra,Sindhudurg,16.532,73.832,Debris,Fall,2016,2016.0,1
MH/SIN/47H14/2016/43,Maharashtra,Sindhudurg,16.533,73.829,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/44,Maharashtra,Sindhudurg,16.533,73.825,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/45,Maharashtra,Sindhudurg,16.533,73.824,Debris,Slide,2015,2015.0,1
MH/SIN/47H14/2016/46,Maharashtra,Sindhudurg,16.533,73.823,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/51,Maharashtra,Sindhudurg,16.534,73.805,Debris,Slide,2016,2016.0,1
MH/SIN/47H14/2016/47,Maharashtra,Sindhudurg,16.538,73.823,Rock,Fall,2016,2016.0,1
MH/SIN/47H14/2016/49,Maharashtra,Sindhudurg,16.539,73.814,Debris,Slide,2016,2016.0,1
